"","iso3n","iso3c","country","year","region","eu","g7","g20","oecd","asean","global_south","income","instaccount_low","instaccount","instaccount_sc","instaccount_high","elecaccount_low","elecaccount","elecaccount_sc","elecaccount_high","socaccount_low","socaccount","socaccount_sc","socaccount_high","qod_low","qod","qod_sc","qod_high","fisccap_low","fisccap","fisccap_sc","fisccap_high","coordcap_low","coordcap","coordcap_sc","coordcap_high","delivcap_low","delivcap","delivcap_sc","delivcap_high","qog_low","qog","qog_sc","qog_high","soclife_low","soclife","soclife_sc","soclife_high","econlife_low","econlife","econlife_sc","econlife_high","envlife_low","envlife","envlife_sc","envlife_high","qol_low","qol","qol_sc","qol_high","trust","confgov","uncertainty","population","gdp_capita","gdp_growth","inflation","current_account_balance","regime","globalization","civil_war","interstate_conflict"
"11",24,"AGO","Angola",2010,"Africa",0,0,0,0,0,1,"Lower middle income",-1.148,-0.931,21.1368165249089,-0.665,0.125,0.251,54.1655805687204,0.389,-0.295,-0.125,47.5506101938263,0.056,-0.352,-0.148,38.3007518796992,0.044,0.941060642616893,1.45807291093997,52.6237178753247,1.97527025778119,-1.57443872442831,-1.01319234108318,33.4690430640955,-0.503269458196603,-1.58756933950874,-1.21860070648432,24.6901424764948,-0.859259328262814,-1.41043993356811,-1.02866500095813,27.0404249168352,-0.645473034979373,-2.08090485248707,-1.31785899796396,42.3646031611058,-0.556857839684853,-1.88783747107957,-1.34034218838918,24.4047520975516,-0.805467758804012,-1.62575156970309,-1.22377921116144,37.7381088052651,-0.782717538548597,-1.80983934011531,-1.42324535731675,33.7306709514434,-1.02682340347342,NA,NA,0.006083425,23356247,7692,4.40393254343761,14.4696564932576,7505.95423508,1,44.3089370727539,0,0
"12",24,"AGO","Angola",2011,"Africa",0,0,0,0,0,1,"Lower middle income",-1.218,-0.94,20.9202916160389,-0.707,0.113,0.245,53.9896327014218,0.379,-0.305,-0.131,47.4084709260589,0.039,-0.334,-0.154,38.1353383458647,0.05,1.09483947372863,1.6141051167315,55.0188480106174,2.15044603296389,-1.58315524278817,-1.02745278660109,33.1756500269822,-0.515952500430096,-1.59433695468787,-1.22291938319986,24.5946363450705,-0.874821032888808,-1.4189680105456,-1.032663046705,26.9559413929638,-0.650738039707964,-2.19864372193973,-1.59082227163862,36.9367263193119,-0.988745945864433,-1.84014896239886,-1.22293182109282,27.1742058155925,-0.563010288661847,-1.64093158786844,-1.22314483864224,37.7577671767545,-0.789610593460535,-1.9847394531552,-1.58846502583406,30.0669566646707,-1.19570920431862,NA,NA,0.049250525,24220660,7675,3.47197634454024,13.4824679218512,13084.6362074109,1,44.7579307556152,0,0
"13",24,"AGO","Angola",2012,"Africa",0,0,0,0,0,1,"Lower middle income",-1.152,-0.887,22.195382746051,-0.651,0.075,0.206,52.845971563981,0.341,-0.294,-0.134,47.3374012921752,0.056,-0.382,-0.186,37.2531328320802,0.006,0.874898532238367,1.39008940538801,51.5801554772653,1.92219558666662,-1.56570282935536,-1.02584797165855,33.2086673355513,-0.499760101070714,-1.58984379386375,-1.22427275366907,24.5647069971679,-0.865045544924964,-1.42341371379724,-1.04256383266048,26.7467258562804,-0.662081618239751,-2.09622664973741,-1.22570787550872,44.1970289551936,-0.337883387496995,-1.89330924608204,-1.23749732887394,26.830637350486,-0.617664126805899,-1.58203557621469,-1.16133949317885,39.6730336871527,-0.734694744921215,-1.71566246466688,-1.32141118363828,35.9888241140519,-0.936395971569502,NA,NA,0.0259853,25107925,8037,8.54218764265372,10.2779049218839,13841.1851610098,1,44.3159408569336,0,0
"14",24,"AGO","Angola",2013,"Africa",0,0,0,0,0,1,"Lower middle income",-1.018,-0.778,24.8177399756987,-0.513,0.064,0.2,52.6700236966825,0.329,-0.333,-0.156,46.816223977028,0.016,-0.387,-0.171,37.6666666666667,0.01,0.598452779512636,1.11187700019658,47.3095312666679,1.62736703461955,-1.68751053641019,-1.12718550475447,31.123758657821,-0.615021614280903,-1.58683107785373,-1.22544649075185,24.5387501832016,-0.855433402375406,-1.48187627899519,-1.10229263525489,25.4845842903048,-0.71940630622519,-2.048382278402,-1.17994277397227,45.1070683588393,-0.280226823398235,-1.72164212251598,-1.09183477341545,30.2664983828906,-0.453898718642298,-1.53640936580037,-1.13146645995635,40.598759765797,-0.688034881100416,-1.64848948877172,-1.256693034475,37.4239365908582,-0.858205589029755,NA,NA,0.014882775,26015786,8141,4.95454464636187,8.77781429332618,8145.07011169022,1,43.9877510070801,0,0
"15",24,"AGO","Angola",2014,"Africa",0,0,0,0,0,1,"Lower middle income",-1.051,-0.792,24.4809234507898,-0.551,0.067,0.198,52.6113744075829,0.332,-0.32,-0.152,46.9109834888729,0.017,-0.358,-0.172,37.6390977443609,0.029,0.239067676498552,0.741611977131229,41.6258782650979,1.25617546971345,-1.66435834644508,-1.13394711954448,30.9846458442318,-0.583277340169699,-1.59051218965934,-1.22040621908551,24.6502141523494,-0.864139220051695,-1.5040180608295,-1.12631642664594,24.9769326319773,-0.744578082173907,-1.99656247615768,-1.12332769677643,46.2328596137241,-0.240557761690918,-1.77849994879112,-1.14198991856805,29.0834482279486,-0.486442289047465,-1.71388644538994,-1.27416512834782,36.1767153843685,-0.844825852370773,-1.63830397592247,-1.24979348543772,37.5769327601825,-0.860790214748771,NA,NA,0.04713175,26941773,8240,4.82262756838996,7.28038730361125,-3747.51759621103,1,43.3737258911133,0,0
"16",24,"AGO","Angola",2015,"Africa",0,0,0,0,0,1,"Lower middle income",-1.038,-0.786,24.6252733900365,-0.543,0.067,0.204,52.7873222748815,0.33,-0.328,-0.157,46.7925340990668,0.024,-0.368,-0.171,37.6666666666667,0.03,-0.246703995344817,0.255694807388257,34.1669382943176,0.764447213562168,-1.68126311762542,-1.14175742829021,30.8239573018699,-0.600425751952487,-1.59060530948089,-1.24012313206249,24.214181032462,-0.867263240145782,-1.55349276759687,-1.16562806469173,24.1462303535286,-0.790953703274344,-1.96899870198897,-1.06463046514705,47.40005452588,-0.201625182926533,-1.6598093899042,-1.1079112706191,29.8872889827416,-0.578566387885081,-1.44382355012171,-1.03406977143931,43.6169552688199,-0.601341963446074,-1.54512923908508,-1.16102231196728,39.5454164123763,-0.756771743925924,NA,NA,0.004551225,27884380,8036,0.943571561325001,9.15037207517202,-10272.8419026133,1,43.7930526733398,0,0
"17",24,"AGO","Angola",2016,"Africa",0,0,0,0,0,1,"Lower middle income",-1.067,-0.793,24.456865127582,-0.576,0.072,0.203,52.7579976303318,0.336,-0.321,-0.149,46.9820531227566,0.022,-0.361,-0.171,37.6666666666667,0.024,-0.585011949739309,-0.0751597850224041,29.0882444396561,0.434116289894732,-1.69836141786933,-1.1434692397837,30.7887386565332,-0.62851595198436,-1.60679104421691,-1.24652376287422,24.0726331631101,-0.87267324376411,-1.58100322379013,-1.186288215829,23.7096564666092,-0.806989850890072,-1.934943099156,-1.05519986778123,47.5875820285991,-0.166866702583526,-1.56721946970132,-0.937649864907117,33.9033830802731,-0.276415921193954,-1.45210290995075,-1.03164434864859,43.6921159367167,-0.607979511640696,-1.51131359854447,-1.1185578782584,40.4870570406084,-0.717671673376622,NA,NA,0.01934025,28842482,7569,-2.58004964404932,30.6953129934938,-3085.19546321077,1,42.0311698913574,1,0
"18",24,"AGO","Angola",2017,"Africa",0,0,0,0,0,1,"Lower middle income",-0.807,-0.556,30.158687727825,-0.306,0.157,0.288,55.2505924170616,0.414,-0.251,-0.09,48.3797559224695,0.095,-0.24,-0.063,40.6441102756892,0.152,-0.619171935521156,-0.111676983349209,28.5276970723656,0.388947923498286,-1.27978097802967,-0.724667129749547,39.4051330642739,-0.220851201892129,-1.22707027227368,-0.870423068943492,32.389977727034,-0.515508707876281,-1.1861360202603,-0.802356871809057,31.8225883641227,-0.422843510867213,-1.88125879745197,-0.952392161528,49.6319140752427,-0.105241192076451,-1.68690442351398,-1.15972206235233,28.6651857468489,-0.609582981213629,-1.40753070186847,-0.999477278369301,44.6889312118623,-0.561827222027004,-1.47986892492145,-1.08642797081288,41.199531541963,-0.701953730836127,NA,NA,0.07329335,29816769,7311,-0.147212941085755,29.8435866918797,-632.86714790334,1,40.9868354797363,1,0
"19",24,"AGO","Angola",2018,"Africa",0,0,0,0,0,1,"Lower middle income",-0.676,-0.422,33.3825030376671,-0.173,0.168,0.291,55.3385663507109,0.436,0.004,0.171,54.5628140703517,0.344,-0.144,0.089,44.8345864661654,0.245,-0.351375058209296,0.146261830613988,32.4871170091079,0.663842893357475,-1.09809804184555,-0.565499714140332,42.6798281932882,-0.0651069240007485,-0.867356191577143,-0.507370377190304,40.4187699651239,-0.156915614223401,-0.906116298120441,-0.519669084388272,37.7961219224677,-0.140700300273338,-1.80685505281727,-0.925870235841419,50.1593027759129,-0.0332410664584868,-1.81499542970859,-1.19097431974906,27.9280133621813,-0.53855937240593,-1.36398032648263,-0.944897463861757,46.3802880044875,-0.519205880276846,-1.45713572244021,-1.06464073433222,41.6826593092548,-0.676033358742402,NA,NA,0.0570854,30809787,6934,-2.00362972730201,19.6286077209765,7402.60651927953,1,42.5292015075684,0,0
"20",24,"AGO","Angola",2019,"Africa",0,0,0,0,0,1,"Lower middle income",-0.396,-0.163,39.6136087484812,0.106,0.16,0.292,55.3678909952607,0.432,-0.019,0.155,54.183776022972,0.327,-0.073,0.121,45.7167919799499,0.315,-0.37855716804821,0.122892533774451,32.1283929443097,0.634821757959033,-1.1401481122965,-0.614694948327475,41.6676901677586,-0.0946645625977668,-0.881858373948706,-0.521097946248497,40.1151892386733,-0.166426866855357,-0.928815658690536,-0.547688667333445,37.2040343740775,-0.166048834520949,-1.78666581319748,-0.908099846282909,50.5126671119124,-0.0185826434418271,-1.65362407766598,-1.11545445596803,29.7093617418043,-0.562475263094464,-1.34006233899231,-0.929234013827553,46.8656777561811,-0.501389990461886,-1.42142075186854,-1.03000044587966,42.4508010253137,-0.640019615523867,NA,NA,0.07850415,31825299,6670,-0.624644317706895,17.0812152138993,5137.3948802235,1,42.2961196899414,1,0
"21",8,"ALB","Albania",2000,"Europe",0,0,0,0,0,0,"Upper middle income",0.912,1.15,71.2021871202916,1.395,0.154,0.299,55.573163507109,0.423,0.804,0.981,73.7516152189519,1.152,0.506,0.697,61.5964912280702,0.896,-1.07147764106435,-0.223318088256998,26.813980514008,0.622106449573468,-0.885080450361906,-0.370726752165324,46.6870684151765,0.147779920149644,-0.508529434128555,-0.15830991603138,48.138128572943,0.200982279414311,-0.643070279215496,-0.261495543054661,43.2516399238078,0.113392037666951,-0.233386607528399,0.362698975614797,75.7825116704841,0.957641847192666,-1.14594533287839,-0.606906369149117,41.7048986119703,-0.0680638604521889,-0.244568064289313,0.235659851082821,82.9642092165857,0.667624694975894,-0.23043035385182,0.169291995455693,69.0448796284821,0.554630869962406,NA,NA,0.004713175,3089027,5912,6.94621658543626,0.0500181363468233,-156.3,1,48.7190589904785,0,0
"22",8,"ALB","Albania",2001,"Europe",0,0,0,0,0,0,"Upper middle income",0.942,1.152,71.2503037667072,1.435,0.383,0.527,62.259182464455,0.647,0.845,1.031,74.9361091170136,1.193,0.646,0.834,65.3734335839599,1.03,-1.11229920072051,-0.258992114047494,26.2663760384795,0.583573151886691,-0.605360942700769,-0.0860628124262383,52.5437169842424,0.429016865608482,-0.450485030863224,-0.0995800716893934,49.4369199856168,0.26334488636163,-0.473452693029627,-0.10762983170374,46.5030077972462,0.282034593089141,-0.116478935437346,0.464960661148855,77.8159860908367,1.08660182058428,-1.07021381414629,-0.435419277690092,45.749903954969,0.220084562568146,-0.212697779034369,0.254376086299018,83.5442007730046,0.684650237226418,-0.114564890158142,0.281388833025759,71.530605383733,0.673264421779716,NA,NA,0.029258,3060173,6462,8.2933126362982,3.10758827031435,-217.4,1,52.5965690612793,0,0
"23",8,"ALB","Albania",2002,"Europe",0,0,0,0,0,0,"Upper middle income",0.892,1.134,70.8172539489672,1.414,0.411,0.542,62.6990521327014,0.678,0.859,1.037,75.078248384781,1.204,0.68,0.856,65.9799498746867,1.069,-0.991149829878187,-0.495256219095902,22.6396678533409,0.0235922113444993,-0.583148626870631,-0.0823799272015802,52.6194883113054,0.443489654995065,-0.43613482904957,-0.0888614451382868,49.6739589268265,0.271122748473032,-0.491572787665413,-0.114505140594651,46.3577242363306,0.273249326265955,-0.510653514995799,0.390287894123832,76.3311175318126,1.25975015233807,-1.01331723348766,-0.389457569208107,46.8340401123975,0.262499778990239,-0.178258085525094,0.272354179924617,84.1013182906522,0.718651788469741,-0.13499004730925,0.241066879012572,70.6364738295759,0.64861761464014,0.24369748,2.6190476,0.034556425,3051010,6776,4.53652415746586,7.77052583431551,-407.52,1,56.1718940734863,0,0
"24",8,"ALB","Albania",2003,"Europe",0,0,0,0,0,0,"Upper middle income",0.854,1.111,70.2639125151883,1.364,0.411,0.547,62.8456753554502,0.671,0.855,1.022,74.7229002153625,1.203,0.648,0.862,66.1453634085213,1.044,-1.00680532112129,-0.499648831646206,22.5722402435181,-0.00270919957642571,-0.621616855356391,-0.0801208348451972,52.6659666605777,0.419682794371732,-0.443974952594871,-0.0855041713999546,49.7482039439928,0.258831862055073,-0.494651745513559,-0.110264522233709,46.4473336118128,0.259396999848587,-0.177379314007876,0.425973768322095,77.0407314206422,1.02976463320368,-1.03982078941009,-0.393466923197387,46.7394682226382,0.240068314004776,-0.150449617565193,0.29642947068854,84.8473799424807,0.730927506933284,-0.126474257919344,0.269867612586561,71.2751245423601,0.655262784711364,NA,NA,0.01038625,3039616,7178,5.5286374640865,0.484002611818484,-406.814698259077,1,55.2885665893555,0,0
"25",8,"ALB","Albania",2004,"Europe",0,0,0,0,0,0,"Upper middle income",0.9,1.131,70.7450789793439,1.427,0.435,0.565,63.373518957346,0.699,0.889,1.058,75.575735821967,1.233,0.692,0.874,66.4761904761905,1.08,-0.887157447869216,-0.389003323401697,24.2706741648155,0.127247669128625,-0.603775266960197,-0.0833450547916932,52.5996318689166,0.426999214182176,-0.443347958616882,-0.085992035750111,49.7374149825094,0.268290125923801,-0.480026087534483,-0.105198571913282,46.5543832460404,0.272651710290848,-0.413725843221706,0.361087910416099,75.7504756263493,1.13388488368555,-0.964917803362999,-0.316749601514568,48.54906201461,0.325144910132438,-0.119215690009257,0.32416748656061,85.7069446365433,0.756285044454458,-0.151254118364557,0.243405296092158,70.6883277773522,0.629635728495578,NA,NA,0,3026939,7605,5.51466791001826,2.28001916938099,-357.925427326321,1,56.8336410522461,0,0
"26",8,"ALB","Albania",2005,"Europe",0,0,0,0,0,0,"Upper middle income",0.867,1.126,70.624787363305,1.371,0.575,0.714,67.7428909952607,0.833,0.914,1.104,76.6654702081838,1.259,0.781,0.98,69.3984962406015,1.171,-0.857585250461401,-0.348841127195912,24.8871730853046,0.155001403445353,-0.606373445007411,-0.0823451072217674,52.6202046942275,0.430847513000258,-0.472301741421224,-0.123259073852788,48.9132665515736,0.240003836814428,-0.506098743213074,-0.124488794459366,46.1467576008778,0.251575961160872,-0.423025130627771,0.439090370949064,77.3015551669415,1.31518928719869,-0.825677067263364,-0.278557626211307,49.4499271633916,0.240692319711721,-0.0952040729417214,0.34135019380029,86.2394141743705,0.772131364397563,-0.0738381559396759,0.310953972496988,72.1862066498729,0.71060264344115,NA,NA,0.036891425,3011487,8067,5.52642424110965,2.36658195679796,-571.475353650417,2,56.7056846618652,0,0
"27",8,"ALB","Albania",2006,"Europe",0,0,0,0,0,0,"Upper middle income",0.894,1.115,70.3601458080194,1.385,0.586,0.715,67.7722156398104,0.848,0.996,1.175,78.3474515434314,1.343,0.801,1.004,70.0601503759399,1.19,-0.809332946968858,-0.317730588199804,25.3647269921841,0.203407526546402,-0.527155137620971,-0.00511259375663576,54.2091790121039,0.493913511303406,-0.47967048641777,-0.125405531391842,48.8657983409794,0.231147169314593,-0.47017888088107,-0.0905256982859663,46.8644387451117,0.293585295998971,-0.354815197205431,0.491021549273682,78.3342070559689,1.40740360535894,-0.959267401418608,-0.336551183349206,48.0819860169972,0.326174253633047,-0.0727280236757599,0.370288576329123,87.1361766551401,0.798182666697788,-0.0495443210154202,0.341564990107614,72.8650000620564,0.742844376332854,NA,NA,0.075413525,2992547,8597,5.90265903803065,2.37072831904283,-670.904254719467,2,60.4610252380371,0,0
"28",8,"ALB","Albania",2007,"Europe",0,0,0,0,0,0,"Upper middle income",0.914,1.145,71.0818955042527,1.393,0.578,0.709,67.5962677725118,0.835,0.986,1.169,78.205312275664,1.332,0.793,0.998,69.8947368421053,1.187,-0.791584097915608,-0.28495489868102,25.8678413413866,0.2267481962878,-0.531456610025869,-0.0101076104055312,54.1064120190804,0.506335565345595,-0.479188191267206,-0.123256875766582,48.9133151615354,0.226790765111835,-0.465289376234478,-0.0872857123390593,46.9329035520246,0.281914168132239,-0.0335836022766305,0.609291813580699,80.6860121910071,1.25298641201051,-0.943180595836662,-0.30344483695425,48.8628923051347,0.342887303631764,-0.0375787278595838,0.394836638706843,87.8968888785685,0.817422854676057,0.0377532282455381,0.433593357490403,74.9057113611071,0.823283911384982,NA,NA,0.023257,2970017,9180,5.98325952322337,2.93268248162319,-1150.81300428052,2,63.1456832885742,0,0
